Time (MJD),UVW2,UVM2,UVW1,U,B,V
1.0279999999984284,18.748212368144376,17.970386271757278,16.801231371081194,15.219331101607956,14.672323984032518,13.253285266474641
4.246299999998882,17.48609532431156,16.761316772221015,15.4966859330551,13.825275393638297,13.55409285569138,12.177196714590238
8.843999999997322,16.490021679613072,15.737153634202835,14.490270310710024,12.980412466069971,12.841370765052472,11.474665666184688
9.818400000003749,16.285978535168514,15.485075520582878,14.345394627435024,12.941474579280852,12.81135164920718,11.444438128220472
10.718500000002678,16.21928928725809,15.42173659603508,14.283046073435345,12.889564905934849,12.75898376819936,11.389286399884362
11.555399999997462,16.21591994661958,15.406397845872032,14.278632843828678,12.868439400333699,12.740714899423995,11.370527867476763
12.225500000000466,16.23769605464907,15.436516428500699,14.29792336718947,12.900647757193944,12.760863663488058,11.38237657363499
14.80170000000362,16.43192654270511,15.586231725416432,14.563472953792015,13.249529756963964,12.898011260171856,11.496927507742418
15.735899999999674,16.39222643472617,15.549887123421984,14.513750049110767,13.120922578917892,12.863882678943025,11.466719847656002
16.740700000002107,16.4865779072134,15.624559113293383,14.641368734136258,13.222981576681452,12.920043151230363,11.518823186478823
17.74489999999787,16.59159818137854,15.726473782755226,14.729839030061564,13.352496743458586,13.009236438584944,11.59252241503161
18.748399999996764,16.7821423054416,15.926751445768732,14.87004052373465,13.471074210676417,13.088347559513911,11.66268323291689
19.777900000000955,16.826162237435433,15.93595319766219,14.996812226076834,13.610226494725964,13.173719565848518,11.736186298982599
20.25160000000324,16.92227429258192,16.053255681839794,15.096615324394993,13.695438531745385,13.232198204462106,11.78393099434072
21.5515000000014,17.014080683524416,16.137460794732082,15.224212807857615,13.843431526848288,13.358421955765639,11.903730649980625
22.417300000000974,17.126306434734555,16.25716112094114,15.300978506137461,13.925230294468202,13.434794793515135,11.966361546061542
23.662199999998847,17.270691276510384,16.40925118725852,15.455954289995908,14.07352595777178,13.560909628100465,12.079907471117892
24.56300000000192,17.555193851468992,16.668050349930308,15.699442310033724,14.25212803247982,13.672682024914913,12.180003192693295
25.43310000000201,17.658629316321807,16.783158400977673,15.818210218834519,14.37504255042092,13.78468639241671,12.271576911591126
26.46889999999985,17.721871340894936,16.81494961289196,15.886088658113719,14.479945370016342,13.897424820032697,12.376017575152328
27.470500000003085,17.885677827005313,17.01452113077941,16.066647607028518,14.62985367383667,14.009906406097409,12.47112566819731
28.61170000000129,18.048727548635195,17.15740803802992,16.208588806365718,14.806722711861575,14.166981460210938,12.62170713466486
29.685899999996764,18.234860386149688,17.300977362771484,16.40289954317921,15.178398520440723,14.373856202533332,12.811846720312632
30.453699999998207,18.128164618267466,17.213988532529342,16.34867767110047,15.000349460787211,14.354604590097582,12.78072025565126
31.627300000000105,18.35431995966655,17.458314638614002,16.54228296315375,15.163650167992474,14.480416912049911,12.889055328571517
32.2074999999968,18.417591298613928,17.51069801594374,16.619175649418263,15.268235500630864,14.574048155324178,12.971390774844826
35.00239999999758,18.741548226076937,17.81261581203823,16.936704862483154,15.663690624934143,14.921569657791103,13.235880412053467
35.455800000003364,18.762112653325882,17.832962030098617,16.951935789177025,15.67261349186507,14.931951808321344,13.242856462345895
39.296000000002095,19.057692029214913,18.090840223481322,17.269259890584465,16.0379437497893,15.256073146275373,13.541949815463017
41.61800000000221,19.058467408467752,18.070002156713812,17.345322596694846,16.154967660323948,15.443033268702287,13.742080903109946
43.6388999999981,19.13005565918298,18.130408422143255,17.496786713504402,16.34307218130274,15.666039200788138,13.898774343825846
45.71399999999994,19.3478585721191,18.320872574668304,17.596818340352208,16.42547058100845,15.780432473453057,14.07633174791937
47.958599999998114,19.316537255748433,18.285590926623357,17.62389082177816,16.494908506028057,15.844794148808795,14.160015915648641
50.98410000000149,19.514242302268507,18.45693094314042,17.80026630669245,16.69051761412059,16.023422764478568,14.311124204129527
52.91900000000169,19.443544207120414,18.388587425126303,17.78669235910345,16.70425468482363,16.03510105747432,14.34787898986433
54.50050000000192,19.50378589525719,18.44446262373063,17.88973290327555,16.79694906834792,16.12670490411534,14.43989280722727
56.47589999999764,19.49916379730191,18.437050021378646,17.893263365537294,16.787488940784907,16.164811008198555,14.501047109262426
59.00660000000062,19.52694292753301,18.45537500229862,17.916732364040246,16.858263346135782,16.20335821576841,14.553285788792923
62.68499999999767,19.60369151053268,18.529278497704347,18.01382869604829,16.916747418665373,16.250683351426044,14.601744414579635
64.86129999999685,19.672893659411255,18.582282800950605,18.06738316635994,16.971096703288072,16.3433318308721,14.71245571798234
70.65200000000186,19.7819033900201,18.67334911448082,18.184372880228555,17.11044717449154,16.449818554492886,14.813174869177907
77.12170000000333,19.810298075735172,18.68110347988264,18.214367186058716,17.244602369640635,16.569922492896367,14.96770051025974
83.60549999999785,19.918039766436944,18.77647200898418,18.382759855491866,17.374572546878632,16.705487488158305,15.129629529278647
90.50269999999728,19.955895302640897,18.793487573636774,18.438440864123546,17.57237510418438,16.858387237039544,15.284158683814066
97.43379999999888,20.002955236785063,18.835951632500517,18.522980455990457,17.67744698284487,16.89800519858369,15.320188184877564
111.6221000000005,20.05413212541314,18.859353339813175,18.594870085742937,17.93152215392487,17.12664101946832,15.599533454093875
