event,time,magnitude,e_magnitude,upperlimit,band,instrument,telescope,source
LSQ12gdj,56237.5,18.3,,F,,,,"2012ATel.4566....1C,Latest Supernovae"
LSQ12gdj,56242.05339,17.487000000000002,0.012,F,i,QUEST,ESO Schmidt,2015ApJS..219...13W
LSQ12gdj,56242.05846,17.184,0.008,F,r,QUEST,ESO Schmidt,2015ApJS..219...13W
LSQ12gdj,56242.06586,17.037,0.008,F,V,QUEST,ESO Schmidt,2015ApJS..219...13W
LSQ12gdj,56242.071639999995,17.006,0.009000000000000001,F,B,QUEST,ESO Schmidt,2015ApJS..219...13W
LSQ12gdj,56242.1,17.02,0.01,F,B,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56242.1,17.47,0.01,F,I,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56242.1,17.19,0.01,F,R,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56242.1,17.05,0.01,F,V,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56243.05085,17.218,0.01,F,i,QUEST,ESO Schmidt,2015ApJS..219...13W
LSQ12gdj,56243.05672000001,16.942999999999998,0.006999999999999999,F,r,QUEST,ESO Schmidt,2015ApJS..219...13W
LSQ12gdj,56243.06756,16.801,0.008,F,V,QUEST,ESO Schmidt,2015ApJS..219...13W
LSQ12gdj,56243.074160000004,16.743,0.006999999999999999,F,B,QUEST,ESO Schmidt,2015ApJS..219...13W
LSQ12gdj,56243.1,16.76,0.01,F,B,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56243.1,17.2,0.01,F,I,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56243.1,16.94,0.01,F,R,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56243.1,16.81,0.01,F,V,EFOSC,NTT,2015A&A...579A..40S
LSQ12gdj,56243.8292,16.555,0.069,F,UVW1,UVOT,Swift,2014Ap&SS.354...89B
LSQ12gdj,56243.9,16.65,0.07,F,B,UVOT,Swift,2015A&A...579A..40S
LSQ12gdj,56243.9,15.41,0.05,F,U,UVOT,Swift,2015A&A...579A..40S
LSQ12gdj,56243.9,18.63,0.11,F,UVM2,UVOT,Swift,2015A&A...579A..40S
LSQ12gdj,56243.9,16.56,0.08,F,UVW1,UVOT,Swift,2015A&A...579A..40S
LSQ12gdj,56243.9,18.34,0.11,F,UVW2,UVOT,Swift,2015A&A...579A..40S
LSQ12gdj,56243.9,16.77,0.09,F,V,UVOT,Swift,2015A&A...579A..40S
LSQ12gdj,56243.9305,15.456,0.061,F,U,UVOT,Swift,2014Ap&SS.354...89B
LSQ12gdj,56243.9315,16.734,0.062,F,B,UVOT,Swift,2014Ap&SS.354...89B
LSQ12gdj,56243.9339,18.319000000000003,0.10400000000000001,F,UVW2,UVOT,Swift,2014Ap&SS.354...89B
LSQ12gdj,56243.9362,16.691,0.075,F,V,UVOT,Swift,2014Ap&SS.354...89B
LSQ12gdj,56243.9391,18.592,0.102,F,UVM2,UVOT,Swift,2014Ap&SS.354...89B
LSQ12gdj,56245.0,16.38,0.01,F,G,EFOSC,NTT,2015A&A...579A..40S
