event,time,magnitude,e_magnitude,upperlimit,band,instrument,telescope,source
SN2008es,54581.5,17.7,,F,,,,"2008CBET.1462....2C,Latest Supernovae"
SN2008es,54600.2434,16.839,0.068,F,UVW1,UVOT,Swift,2014Ap&SS.354...89B
SN2008es,54600.2449,16.790,0.065,F,U,UVOT,Swift,2014Ap&SS.354...89B
SN2008es,54600.2459,17.870,0.064,F,B,UVOT,Swift,2014Ap&SS.354...89B
SN2008es,54600.2482,17.150,0.077,F,UVW2,UVOT,Swift,2014Ap&SS.354...89B
SN2008es,54600.25,17.76,0.03,F,B,,,"2009ApJ...690.1303M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2008es,54600.25,16.8,0.03,F,U,,,"2009ApJ...690.1303M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2008es,54600.25,17.67,0.06,F,V,,,"2009ApJ...690.1303M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2008es,54600.2508,17.769,0.082,F,V,UVOT,Swift,2014Ap&SS.354...89B
SN2008es,54600.2523,16.904,0.072,F,UVM2,UVOT,Swift,2014Ap&SS.354...89B
SN2008es,54601.7088,16.899,0.068,F,UVW1,UVOT,Swift,2014Ap&SS.354...89B
SN2008es,54601.7107,16.817,0.065,F,U,UVOT,Swift,2014Ap&SS.354...89B
SN2008es,54601.7118,17.874,0.065,F,B,UVOT,Swift,2014Ap&SS.354...89B
SN2008es,54601.7137,17.176,0.077,F,UVW2,UVOT,Swift,2014Ap&SS.354...89B
SN2008es,54601.7172,17.687,0.077,F,V,UVOT,Swift,2014Ap&SS.354...89B
SN2008es,54601.7189,16.987,0.072,F,UVM2,UVOT,Swift,2014Ap&SS.354...89B
SN2008es,54601.75,17.75,0.03,F,B,,,"2009ApJ...690.1303M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2008es,54601.75,16.83,0.03,F,U,,,"2009ApJ...690.1303M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2008es,54601.75,17.58,0.05,F,V,,,"2009ApJ...690.1303M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2008es,54609.25,17.07,0.03,F,U,,,"2009ApJ...690.1303M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2008es,54609.25,17.8,0.06,F,V,,,"2009ApJ...690.1303M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2008es,54609.5,17.95,0.03,F,B,,,"2009ApJ...690.1303M,Sternberg Astronomical Institute Supernova Light Curve Catalogue"
SN2008es,54609.8403,17.366,0.071,F,UVW1,UVOT,Swift,2014Ap&SS.354...89B
SN2008es,54609.8410,17.031,0.066,F,U,UVOT,Swift,2014Ap&SS.354...89B
SN2008es,54609.8415,18.014,0.068,F,B,UVOT,Swift,2014Ap&SS.354...89B
SN2008es,54609.8427,17.767,0.079,F,UVW2,UVOT,Swift,2014Ap&SS.354...89B
SN2008es,54609.8439,17.894,0.086,F,V,UVOT,Swift,2014Ap&SS.354...89B
