event,time,magnitude,e_magnitude,upperlimit,band,instrument,telescope,source
SN2017eaw,57903.96,12.59,0.01,F,R,,K250,2018arXiv180100340T
SN2017eaw,57903.96,13.20,0.01,F,U,,K250,2018arXiv180100340T
SN2017eaw,57903.96,13.01,0.01,F,V,,K250,2018arXiv180100340T
SN2017eaw,57904.0554,14.671,0.058,F,UVW1,UVOT,Swift,2014Ap&SS.354...89B
SN2017eaw,57904.0575,13.157,0.040,F,U,UVOT,Swift,2014Ap&SS.354...89B
SN2017eaw,57904.0589,13.422,0.040,F,B,UVOT,Swift,2014Ap&SS.354...89B
SN2017eaw,57904.0624,16.004,0.068,F,UVW2,UVOT,Swift,2014Ap&SS.354...89B
SN2017eaw,57904.0658,12.916,0.041,F,V,UVOT,Swift,2014Ap&SS.354...89B
SN2017eaw,57904.0687,16.648,0.084,F,UVM2,UVOT,Swift,2014Ap&SS.354...89B
SN2017eaw,57904.99,13.52,0.02,F,B,,C60,2018arXiv180100340T
SN2017eaw,57904.99,12.24,0.03,F,I,,C60,2018arXiv180100340T
SN2017eaw,57904.99,12.58,0.02,F,R,,C60,2018arXiv180100340T
SN2017eaw,57904.99,13.22,0.06,F,U,,C60,2018arXiv180100340T
SN2017eaw,57904.99,13.02,0.02,F,V,,C60,2018arXiv180100340T
SN2017eaw,57906.6149,15.212,0.062,F,UVW1,UVOT,Swift,2014Ap&SS.354...89B
SN2017eaw,57906.6160,13.529,0.041,F,U,UVOT,Swift,2014Ap&SS.354...89B
SN2017eaw,57906.6167,13.508,0.040,F,B,UVOT,Swift,2014Ap&SS.354...89B
SN2017eaw,57906.6180,16.528,0.074,F,UVW2,UVOT,Swift,2014Ap&SS.354...89B
SN2017eaw,57906.6201,12.894,0.041,F,V,UVOT,Swift,2014Ap&SS.354...89B
SN2017eaw,57906.6214,17.430,0.105,F,UVM2,UVOT,Swift,2014Ap&SS.354...89B
SN2017eaw,57908.4440,13.828,0.042,F,U,UVOT,Swift,2014Ap&SS.354...89B
SN2017eaw,57908.4454,13.585,0.040,F,B,UVOT,Swift,2014Ap&SS.354...89B
SN2017eaw,57908.4490,16.680,0.075,F,UVW2,UVOT,Swift,2014Ap&SS.354...89B
SN2017eaw,57908.4526,12.936,0.041,F,V,UVOT,Swift,2014Ap&SS.354...89B
SN2017eaw,57908.4555,17.830,0.128,F,UVM2,UVOT,Swift,2014Ap&SS.354...89B
SN2017eaw,57910.2054,15.668,0.065,F,UVW1,UVOT,Swift,2014Ap&SS.354...89B
SN2017eaw,57910.2065,14.066,0.044,F,U,UVOT,Swift,2014Ap&SS.354...89B
SN2017eaw,57910.2073,13.685,0.041,F,B,UVOT,Swift,2014Ap&SS.354...89B
SN2017eaw,57910.2092,16.871,0.078,F,UVW2,UVOT,Swift,2014Ap&SS.354...89B
SN2017eaw,57910.2110,12.974,0.041,F,V,UVOT,Swift,2014Ap&SS.354...89B
SN2017eaw,57910.2128,18.099,0.133,F,UVM2,UVOT,Swift,2014Ap&SS.354...89B
SN2017eaw,57911.88,13.82,0.02,F,B,,M70,2018arXiv180100340T
SN2017eaw,57911.88,12.15,0.02,F,I,,M70,2018arXiv180100340T
SN2017eaw,57911.88,12.56,0.02,F,R,,M70,2018arXiv180100340T
SN2017eaw,57911.88,13.06,0.01,F,V,,M70,2018arXiv180100340T
SN2017eaw,57911.89,13.79,0.03,F,B,,S100,2018arXiv180100340T
SN2017eaw,57911.89,12.16,0.03,F,I,,S100,2018arXiv180100340T
SN2017eaw,57911.89,12.53,0.02,F,R,,S100,2018arXiv180100340T
SN2017eaw,57911.89,13.00,0.02,F,V,,S100,2018arXiv180100340T
SN2017eaw,57912.6870,15.975,0.070,F,UVW1,UVOT,Swift,2014Ap&SS.354...89B
SN2017eaw,57912.6890,14.350,0.046,F,U,UVOT,Swift,2014Ap&SS.354...89B
SN2017eaw,57912.6904,13.792,0.041,F,B,UVOT,Swift,2014Ap&SS.354...89B
SN2017eaw,57912.6938,17.106,0.083,F,UVW2,UVOT,Swift,2014Ap&SS.354...89B
SN2017eaw,57912.6972,12.998,0.042,F,V,UVOT,Swift,2014Ap&SS.354...89B
SN2017eaw,57912.7000,18.497,0.172,F,UVM2,UVOT,Swift,2014Ap&SS.354...89B
SN2017eaw,57912.9429977,12.87,0.2,F,G,Astrometric,Gaia,Transient Name Server
SN2017eaw,57912.944,12.86,0.0,F,G,Astrometric,GAIA,Gaia Photometric Science Alerts
SN2017eaw,57913.018,12.86,0.0,F,G,Astrometric,GAIA,Gaia Photometric Science Alerts
SN2017eaw,57913.95,13.93,0.04,F,B,,T18,2018arXiv180100340T
SN2017eaw,57913.95,12.21,0.04,F,I,,T18,2018arXiv180100340T
SN2017eaw,57913.95,12.59,0.03,F,R,,T18,2018arXiv180100340T
SN2017eaw,57913.95,13.10,0.02,F,V,,T18,2018arXiv180100340T
SN2017eaw,57914.2870,16.164,0.072,F,UVW1,UVOT,Swift,2014Ap&SS.354...89B
SN2017eaw,57914.2892,14.515,0.047,F,U,UVOT,Swift,2014Ap&SS.354...89B
SN2017eaw,57914.2906,13.874,0.041,F,B,UVOT,Swift,2014Ap&SS.354...89B
SN2017eaw,57914.2942,17.251,0.086,F,UVW2,UVOT,Swift,2014Ap&SS.354...89B
SN2017eaw,57914.2977,12.998,0.041,F,V,UVOT,Swift,2014Ap&SS.354...89B
SN2017eaw,57914.3006,18.786,0.200,F,UVM2,UVOT,Swift,2014Ap&SS.354...89B
SN2017eaw,57915.89,14.01,0.02,F,B,,T60,2018arXiv180100340T
SN2017eaw,57915.89,12.26,0.02,F,I,,T60,2018arXiv180100340T
SN2017eaw,57915.89,12.64,0.02,F,R,,T60,2018arXiv180100340T
SN2017eaw,57915.89,14.32,0.04,F,U,,T60,2018arXiv180100340T
SN2017eaw,57915.89,13.11,0.01,F,V,,T60,2018arXiv180100340T
SN2017eaw,57915.97,14.00,0.04,F,B,,C70,2018arXiv180100340T
SN2017eaw,57915.97,12.24,0.03,F,I,,C70,2018arXiv180100340T
SN2017eaw,57915.97,12.64,0.03,F,R,,C70,2018arXiv180100340T
SN2017eaw,57915.97,13.07,0.03,F,V,,C70,2018arXiv180100340T
SN2017eaw,57916.8884,16.304,0.075,F,UVW1,UVOT,Swift,2014Ap&SS.354...89B
SN2017eaw,57916.8906,14.750,0.050,F,U,UVOT,Swift,2014Ap&SS.354...89B
SN2017eaw,57916.8918,13.928,0.041,F,B,UVOT,Swift,2014Ap&SS.354...89B
SN2017eaw,57918.8484,16.497,0.088,F,UVW1,UVOT,Swift,2014Ap&SS.354...89B
SN2017eaw,57918.8492,14.953,0.055,F,U,UVOT,Swift,2014Ap&SS.354...89B
SN2017eaw,57918.8497,14.000,0.042,F,B,UVOT,Swift,2014Ap&SS.354...89B
SN2017eaw,57918.8509,17.482,0.104,F,UVW2,UVOT,Swift,2014Ap&SS.354...89B
SN2017eaw,57918.8521,13.043,0.042,F,V,UVOT,Swift,2014Ap&SS.354...89B
SN2017eaw,57918.8533,18.774,0.217,F,UVM2,UVOT,Swift,2014Ap&SS.354...89B
SN2017eaw,57920.7971,16.566,0.078,F,UVW1,UVOT,Swift,2014Ap&SS.354...89B
SN2017eaw,57920.7993,15.094,0.055,F,U,UVOT,Swift,2014Ap&SS.354...89B
SN2017eaw,57920.8008,14.089,0.042,F,B,UVOT,Swift,2014Ap&SS.354...89B
SN2017eaw,57920.8046,17.618,0.094,F,UVW2,UVOT,Swift,2014Ap&SS.354...89B
SN2017eaw,57920.8083,13.112,0.042,F,V,UVOT,Swift,2014Ap&SS.354...89B
SN2017eaw,57920.8111,18.933,0.221,F,UVM2,UVOT,Swift,2014Ap&SS.354...89B
SN2017eaw,57921.03,14.18,0.03,F,B,,S100,2018arXiv180100340T
SN2017eaw,57921.03,12.24,0.02,F,I,,S100,2018arXiv180100340T
SN2017eaw,57921.03,12.67,0.02,F,R,,S100,2018arXiv180100340T
SN2017eaw,57921.03,13.18,0.01,F,V,,S100,2018arXiv180100340T
SN2017eaw,57921.9453,13.1472,0.0019,F,V,,,"CPCS Alert 26616,Cambridge Photometric Calibration Server"
SN2017eaw,57922.95,14.22,0.02,F,B,,T60,2018arXiv180100340T
SN2017eaw,57922.95,12.27,0.02,F,I,,T60,2018arXiv180100340T
SN2017eaw,57922.95,12.69,0.02,F,R,,T60,2018arXiv180100340T
SN2017eaw,57922.95,14.80,0.04,F,U,,T60,2018arXiv180100340T
SN2017eaw,57922.95,13.19,0.02,F,V,,T60,2018arXiv180100340T
SN2017eaw,57925.81,14.31,0.02,F,B,,S100,2018arXiv180100340T
SN2017eaw,57925.81,12.26,0.02,F,I,,S100,2018arXiv180100340T
SN2017eaw,57925.81,12.69,0.02,F,R,,S100,2018arXiv180100340T
SN2017eaw,57925.81,13.21,0.01,F,V,,S100,2018arXiv180100340T
SN2017eaw,57925.95,14.26,0.05,F,B,,C70,2018arXiv180100340T
SN2017eaw,57925.95,12.25,0.04,F,I,,C70,2018arXiv180100340T
SN2017eaw,57925.95,12.70,0.03,F,R,,C70,2018arXiv180100340T
SN2017eaw,57925.95,13.20,0.02,F,V,,C70,2018arXiv180100340T
SN2017eaw,57927.04,14.34,0.02,F,B,,S100,2018arXiv180100340T
SN2017eaw,57927.04,12.27,0.02,F,I,,S100,2018arXiv180100340T
SN2017eaw,57927.04,12.70,0.02,F,R,,S100,2018arXiv180100340T
SN2017eaw,57927.04,13.22,0.02,F,V,,S100,2018arXiv180100340T
SN2017eaw,57927.91,14.35,0.03,F,B,,M70,2018arXiv180100340T
SN2017eaw,57927.91,12.19,0.02,F,I,,M70,2018arXiv180100340T
SN2017eaw,57927.91,12.69,0.02,F,R,,M70,2018arXiv180100340T
SN2017eaw,57927.91,13.22,0.01,F,V,,M70,2018arXiv180100340T
SN2017eaw,57928.84,14.35,0.03,F,B,,T60,2018arXiv180100340T
SN2017eaw,57928.84,12.26,0.03,F,I,,T60,2018arXiv180100340T
SN2017eaw,57928.84,12.71,0.02,F,R,,T60,2018arXiv180100340T
SN2017eaw,57928.84,15.04,0.05,F,U,,T60,2018arXiv180100340T
SN2017eaw,57928.84,13.22,0.01,F,V,,T60,2018arXiv180100340T
SN2017eaw,57929.83,14.40,0.02,F,B,,S100,2018arXiv180100340T
SN2017eaw,57929.83,12.24,0.03,F,I,,S100,2018arXiv180100340T
SN2017eaw,57929.83,12.72,0.02,F,R,,S100,2018arXiv180100340T
SN2017eaw,57929.83,13.23,0.02,F,V,,S100,2018arXiv180100340T
SN2017eaw,57930.82,14.41,0.02,F,B,,S100,2018arXiv180100340T
SN2017eaw,57930.82,12.25,0.02,F,I,,S100,2018arXiv180100340T
SN2017eaw,57930.82,12.71,0.02,F,R,,S100,2018arXiv180100340T
SN2017eaw,57930.82,13.24,0.01,F,V,,S100,2018arXiv180100340T
SN2017eaw,57931.80,14.39,0.04,F,B,,S100,2018arXiv180100340T
SN2017eaw,57931.80,12.24,0.02,F,I,,S100,2018arXiv180100340T
